customerRowGuid	Dynamics Id
A6172F3E-C548-45CB-B1D7-79CA27AC267B	bea19cdd-88df-e311-b8e5-6c3be5a8b200
1B2FC2CC-6B94-42D5-9E69-7BFFAE7CF39D	c0a19cdd-88df-e311-b8e5-6c3be5a8b200
6C3F9919-B274-4AF7-9637-7DC86CD6F0DA	c2a19cdd-88df-e311-b8e5-6c3be5a8b200
C8C9C968-F0C6-44B1-9D44-7E0AA9D39260	c4a19cdd-88df-e311-b8e5-6c3be5a8b200
6DA910EF-E6F8-438D-AB3C-82725C41BC6D	c6a19cdd-88df-e311-b8e5-6c3be5a8b200
2A455D51-93B4-4BD7-82F3-832A1264BCA1	c8a19cdd-88df-e311-b8e5-6c3be5a8b200
DCB208BE-5B00-40BD-8048-8361C6D5F3AF	caa19cdd-88df-e311-b8e5-6c3be5a8b200
60F6B16F-D7E4-4C45-BD72-8792D5DD7306	cb6b3f4b-1be7-e611-8101-e0071b6af231
D52D3EEA-DD3F-499C-9772-87DC5F43C6AE	cca19cdd-88df-e311-b8e5-6c3be5a8b200
078322E2-0DD9-4A60-9776-8D4A90E7C9AD	cd6b3f4b-1be7-e611-8101-e0071b6af231
2AF9B955-3486-4CCA-A680-94C4EE56A77B	cea19cdd-88df-e311-b8e5-6c3be5a8b200
491A2969-9914-4234-8C1D-9F0349F02C55	d0a19cdd-88df-e311-b8e5-6c3be5a8b200
7D8D8366-982D-4399-B43A-A01AA10A49A8	d16b3f4b-1be7-e611-8101-e0071b6af231
EEEF3C65-08F9-49C6-AE12-A2FCDEDACAF5	d2a19cdd-88df-e311-b8e5-6c3be5a8b200
530589ED-7FDA-4D23-804E-A4BD17468415	d36b3f4b-1be7-e611-8101-e0071b6af231
62A7B13E-8AC5-4612-B97C-B16A90856BDD	d3ae1b3a-8bd2-e411-80ef-c4346bac7be8
502143C1-B42A-480D-8605-B6AE6EC01B82	d4a19cdd-88df-e311-b8e5-6c3be5a8b200
52FCC5BC-B946-4BF0-B11E-BB547CB4B46E	d56b3f4b-1be7-e611-8101-e0071b6af231
8EE350F7-ED50-4534-9B5A-BD938B7A1669	d76b3f4b-1be7-e611-8101-e0071b6af231
D5D07F43-556E-4FDC-9665-C343A32A8B15	d96b3f4b-1be7-e611-8101-e0071b6af231
E076BC4A-2A48-472F-9DD3-C5F17D4C4739	db6b3f4b-1be7-e611-8101-e0071b6af231
1464F486-F839-4A9E-A517-C8377CB8020F	dd6b3f4b-1be7-e611-8101-e0071b6af231
271B27D9-E905-4FCE-BD85-C9C4184E3E9E	df6b3f4b-1be7-e611-8101-e0071b6af231
EB082FBA-0AEB-4AF9-AEDE-CADE6B7F9A56	e16b3f4b-1be7-e611-8101-e0071b6af231
C8680AB3-6D51-42BD-A62B-D16CC039E3E3	e36b3f4b-1be7-e611-8101-e0071b6af231
60DB389B-3367-43D3-A81A-D2177223FE35	e56b3f4b-1be7-e611-8101-e0071b6af231
4A8065D4-A81A-41B5-B59A-DBDDA6229DD1	e96b3f4b-1be7-e611-8101-e0071b6af231
5C15C573-6E6B-430A-BCDA-DF13AA28418B	eb6b3f4b-1be7-e611-8101-e0071b6af231
379AB480-4D1A-4A41-B0FC-EB6F9CCB69CE	ed6b3f4b-1be7-e611-8101-e0071b6af231
B0FB7B89-14D5-4E59-9808-EBD0AC70ABC4	ef6b3f4b-1be7-e611-8101-e0071b6af231
4C8BAE38-D369-4488-8075-EECF2FAD743B	f16b3f4b-1be7-e611-8101-e0071b6af231
22629E3F-EB68-4752-85DC-F12E79BA3C9B	f36b3f4b-1be7-e611-8101-e0071b6af231
28983CA6-3172-4F8C-935C-F2E5C2C8AE35	f56b3f4b-1be7-e611-8101-e0071b6af231
4C8D76ED-B55A-4DFF-B7C9-F6AA5AD83CBF	f76b3f4b-1be7-e611-8101-e0071b6af231
1722BE43-305B-4275-8863-F6D54343F12A	f96b3f4b-1be7-e611-8101-e0071b6af231
783384F1-DE02-49DB-8869-F81E92523EBF	fb6b3f4b-1be7-e611-8101-e0071b6af231
5E21CE5B-C3F4-4BAD-8CDC-F99731F13697	fd6b3f4b-1be7-e611-8101-e0071b6af231
64A66CC2-6686-42DC-A114-FC8151F2F236	ff6b3f4b-1be7-e611-8101-e0071b6af231
